title,keywords,session_year,supervisor_name,category
Spatial Distribution and Seasonal Variation of Cholera Outbreaks in Osun State Nigeria,"cholera, spatial distribution, seasonal variation, outbreak, Nigeria",2019,Dr. Akinwande,Epidemiology
Community-Based Study on Antibiotic Resistance Patterns of Bacterial Isolates from Urinary Tract Infections in Osun Hospitals Among Residents of Ife South Local Government,"antibiotic resistance, bacterial isolates, urinary tract infection, Osun, hospitals",2016,Dr. Nwachukwu,Infectious Diseases
Hospital-Based Assessment of Impact of Open Defecation on Child Diarrhoeal Diseases in Rural Communities of Osun State Among Residents of Ilesa Local Government,"open defecation, diarrhoea, children, rural, sanitation",2016,Dr. Igwe,Environmental Health
An Exploratory Analysis of Community-Based Assessment of Stroke Risk Factors Among Residents of Ife North Local Government,"stroke, risk factors, elderly, community, Ife North",2019,Dr. Adeyemi,Epidemiology
Epidemiological Profile of Diabetes Mellitus Patients Attending Primary Healthcare Centers in Osun,"diabetes mellitus, epidemiology, primary healthcare, Osun State",2022,Prof. Adeleke,Epidemiology
An Exploratory Analysis of Infant and Young Child Feeding Practices Among Residents of Ede Local Government,"infant feeding, young child, practices, urban mothers, Osogbo",2016,Prof. Obiora,Maternal & Child Health
Longitudinal Investigation of Assessment of Primary Healthcare Governance and Accountability Mechanisms in Southwest Nigeria Among Residents of Ilesa Local Government,"primary healthcare, governance, accountability, Southwest Nigeria, policy",2017,Prof. Adebayo,Health Policy
Longitudinal Investigation of Impact of Flooding Events on Waterborne Disease Incidence in Osun State Flood Corridors Among Residents of Osogbo Local Government,"flooding, waterborne disease, incidence, Osun State, flood corridors",2015,Prof. Fasola,Environmental Health
Retrospective Review of Cultural Beliefs and Practices Influencing Maternal Healthcare Decision-Making in Ife South Communities Among Residents of Ilesha Local Government,"cultural beliefs, maternal healthcare, decision-making, Ife South, practices",2018,Prof. Afolabi,Maternal & Child Health
A Descriptive Analysis of Assessment of Meningitis Outbreak Response and Control Measures in Northern Osun Communities Among Residents of Ife North Local Government,"meningitis, outbreak, response, control, Osun",2018,Dr. Oluwaseun,Epidemiology
Hospital-Based Assessment of Analysis of Drug Procurement Policy and Essential Medicines Availability at Public Health Facilities Among Residents of Ife North Local Government,"drug procurement, essential medicines, policy, availability, public health",2022,Prof. Adewale,Health Policy
Tuberculosis Treatment Default Rate and Associated Factors in DOTS Centres Osun State Nigeria,"tuberculosis, treatment default, DOTS, Osun State, associated factors",2015,Prof. Ogunleye,Infectious Diseases
A Descriptive Analysis of National Health Act Implementation Status and Implications for Healthcare Delivery in Nigeria Among Residents of Ife North Local Government,"National Health Act, implementation, healthcare delivery, Nigeria, implications",2021,Prof. Obiora,Health Policy
A Descriptive Analysis of Application of Machine Learning Algorithms in Predicting Hypertension Onset in Nigerian Adults Among Residents of Ilesha Local Government,"machine learning, hypertension prediction, Nigerian adults, algorithms, biostatistics",2020,Dr. Salawu,Biostatistics
Hospital-Based Assessment of Factors Influencing Antenatal Care Attendance Among Residents of Ife East Local Government,"antenatal care, attendance, pregnant women, rural, Osun",2017,Prof. Onyeka,Maternal & Child Health
Community-Based Study on Seroprevalence of Hepatitis B Virus Infection Among Residents of Ife South Local Government,"hepatitis B, seroprevalence, blood donors, teaching hospital",2015,Dr. Igwe,Epidemiology
Longitudinal Investigation of Evaluation of National Health Insurance Scheme Implementation in Osun State Public Hospitals Among Residents of Ilesa Local Government,"health insurance, NHIS, implementation, Osun State, public hospitals",2017,Dr. Adeyemi,Health Policy
An Exploratory Analysis of Climate Change Perceptions and Health Adaptation Strategies Among Residents of Ilesha Local Government,"climate change, health adaptation, farmers, perceptions, Osun State",2021,Prof. Adeleke,Environmental Health
Comparative Study of Anemia in Pregnancy Prevalence and Its Effect on Birth Outcomes in Southwest Nigerian Hospitals Among Residents of Ife North Local Government,"anaemia in pregnancy, birth outcomes, Southwest Nigeria, hospitals, prevalence",2021,Dr. Akinwande,Maternal & Child Health
Application of Logistic Regression in Predicting Malaria Risk Factors Among Children in Osun State,"logistic regression, malaria risk, prediction, children, biostatistics",2022,Dr. Babatunde,Biostatistics
Comparative Study of Principal Component Analysis of Socioeconomic Determinants of Health Outcomes in Southwest Nigeria Among Residents of Ede Local Government,"principal component analysis, socioeconomic determinants, health outcomes, Nigeria",2022,Dr. Adeyemi,Biostatistics
Community-Based Study on Mixed-Effects Modelling of Longitudinal Blood Pressure Data Among Residents of Osogbo Local Government,"mixed-effects model, longitudinal, blood pressure, hypertension, Osogbo",2020,Prof. Adeoti,Biostatistics
A Descriptive Analysis of Prevalence of Anaemia and Associated Factors Among Residents of Ife North Local Government,"anaemia, pregnant women, prevalence, Ijesa Zone, Nigeria",2022,Prof. Emeka,Epidemiology
Community-Based Study on Evaluation of Drinking Water Treatment Practices in Households of Peri-Urban Osun State Communities Among Residents of Ede Local Government,"drinking water, treatment practices, households, peri-urban, Osun",2022,Prof. Eze,Environmental Health
Community-Based Study on National Health Act Implementation Status and Implications for Healthcare Delivery in Nigeria Among Residents of Boripe Local Government,"National Health Act, implementation, healthcare delivery, Nigeria, implications",2021,Dr. Olayinka,Health Policy
Community-Based Study on Multilevel Modelling of Determinants of Child Mortality in Southwest Nigerian Communities Among Residents of Ife North Local Government,"multilevel modelling, child mortality, determinants, Southwest Nigeria, biostatistics",2022,Dr. Nwachukwu,Biostatistics
Community-Based Study on Burden of Non-Communicable Diseases Among Residents of Ife East Local Government,"non-communicable diseases, burden, middle-aged, Southwest Nigeria",2022,Dr. Igwe,Epidemiology
An Exploratory Analysis of Application of Machine Learning Algorithms in Predicting Hypertension Onset in Nigerian Adults Among Residents of Ede Local Government,"machine learning, hypertension prediction, Nigerian adults, algorithms, biostatistics",2021,Dr. Chukwu,Biostatistics
Community-Based Study on Review of Immunization Policy Compliance and Vaccination Coverage in Osun State Communities Among Residents of Boripe Local Government,"immunization policy, compliance, vaccination coverage, Osun, communities",2020,Prof. Obiora,Health Policy
An Exploratory Analysis of Knowledge and Practice of Family Planning Methods Among Residents of Ife North Local Government,"family planning, knowledge, practice, married women, Ife Central",2021,Dr. Okonkwo,Maternal & Child Health
Retrospective Review of Factors Associated with Recurrent Malaria Episodes Among Residents of Osogbo Local Government,"recurrent malaria, under-five, risk factors, Osun State, episodes",2016,Dr. Chukwu,Infectious Diseases
Comparative Study of COVID-19 Infection Patterns and Mortality Outcomes in Osun State Isolation Centers 2020-2021 Among Residents of Boripe Local Government,"COVID-19, infection patterns, mortality, isolation centers, Osun State",2018,Dr. Igwe,Infectious Diseases
A Descriptive Analysis of Survival Analysis of Time-to-Death Among Residents of Osogbo Local Government,"survival analysis, HIV, antiretroviral therapy, time-to-death, Osun State",2022,Dr. Igwe,Biostatistics
A Cross-Sectional Study of Sample Size Determination and Power Analysis in Public Health Research Studies at Nigerian Universities Among Residents of Ife South Local Government,"sample size, power analysis, public health research, Nigeria, biostatistics",2016,Prof. Emeka,Biostatistics
An Exploratory Analysis of Gestational Diabetes Prevalence and Management Practices Among Residents of Ilesha Local Government,"gestational diabetes, prevalence, management, pregnant women, Osogbo",2016,Dr. Chukwu,Maternal & Child Health
A Cross-Sectional Study of Assessment of Exclusive Breastfeeding Practices and Infant Nutritional Outcomes in Osun State Among Residents of Ede Local Government,"exclusive breastfeeding, infant nutrition, practices, Osun State, outcomes",2021,Prof. Adewale,Maternal & Child Health
Hospital-Based Assessment of Sample Size Determination and Power Analysis in Public Health Research Studies at Nigerian Universities Among Residents of Ilesa Local Government,"sample size, power analysis, public health research, Nigeria, biostatistics",2015,Dr. Okonkwo,Biostatistics
An Exploratory Analysis of E-Waste Disposal Practices and Toxic Exposure Among Residents of Iwo Local Government,"e-waste, disposal, toxic exposure, informal recyclers, Southwest Nigeria",2018,Prof. Adebayo,Environmental Health
A Descriptive Analysis of E-Waste Disposal Practices and Toxic Exposure Among Residents of Ife East Local Government,"e-waste, disposal, toxic exposure, informal recyclers, Southwest Nigeria",2016,Dr. Akindele,Environmental Health
A Cross-Sectional Study of Epidemiological Assessment of Childhood Pneumonia Cases in UNIOSUN Teaching Hospital Outpatients Among Residents of Ilesha Local Government,"pneumonia, childhood, epidemiology, teaching hospital, outpatients",2020,Dr. Nwachukwu,Epidemiology
A Cross-Sectional Study of Socioeconomic Factors and Teenage Pregnancy Prevalence Among Residents of Ede Local Government,"teenage pregnancy, socioeconomic, secondary school, prevalence, Osun State",2018,Dr. Olayinka,Maternal & Child Health
Longitudinal Investigation of Household Air Quality Monitoring and Respiratory Outcomes in Low-Income Areas of Osogbo Nigeria Among Residents of Ife East Local Government,"household air quality, respiratory outcomes, low-income, monitoring, Osogbo",2021,Prof. Fasola,Environmental Health
A Cross-Sectional Study of Antibiotic Resistance Patterns of Bacterial Isolates from Urinary Tract Infections in Osun Hospitals Among Residents of Ife North Local Government,"antibiotic resistance, bacterial isolates, urinary tract infection, Osun, hospitals",2021,Dr. Salawu,Infectious Diseases
A Descriptive Analysis of Factors Influencing Antenatal Care Attendance Among Residents of Ife North Local Government,"antenatal care, attendance, pregnant women, rural, Osun",2020,Dr. Salawu,Maternal & Child Health
Longitudinal Investigation of Evaluation of Rapid Diagnostic Test Use for Malaria Case Management in Osun Primary Health Centers Among Residents of Ife East Local Government,"rapid diagnostic test, malaria, case management, primary health, Osun",2017,Prof. Adeleke,Infectious Diseases
Community-Based Study on Infant and Young Child Feeding Practices Among Residents of Ife East Local Government,"infant feeding, young child, practices, urban mothers, Osogbo",2016,Dr. Okonkwo,Maternal & Child Health
Epidemiological Investigation of Malaria Burden Among Children Under Five Years in Rural Nigeria,"malaria, children, epidemiology, rural, Nigeria",2022,Dr. Oluwaseun,Epidemiology
